views,favorite,post_info,price,car_name,year,A_C,emission_class,seats_amount,horsepower,color,"car_mileage, km","engine_capacity, cc",type_of_drive,doors,fuel,car_type,gearbox
308,1,updated 6 days ago,18500,BMW X6,2008,automatic A/C,Euro 4,4,286 HP (210 kW),white,226582,2989,4x4,4/5 doors,diesel,suv,semi-automatic
42,0,posted 4 days ago,39000,BMW X6 M,2015,automatic A/C,Euro 4,5,381 HP (280 kW),white,180000,2998,4x4,4/5 doors,diesel,suv,automatic
270,2,updated a week ago,21800,BMW Z4,2012,automatic A/C,,2,184 HP (135 kW),white,10800,1991,back,2/3 doors,petrol,cabriolet,automatic
5999,32,updated a week ago,3350,BMW Z4,2004,automatic A/C,,2,170 HP (125 kW),gray,133500,2200,back,2/3 doors,petrol,cabriolet,"manual, 5 speeds"
85,0,posted a week ago,4100,Chevrolet Aveo,2013,automatic A/C,Euro 5,5,101 HP (74 kW),white,189860,1398,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
1043,14,updated 2 weeks ago,4000,Chevrolet Aveo,2012,manual A/C,,5,95 HP (70 kW),blue,154000,1248,front,4/5 doors,diesel,hatchback,"manual, 5 speeds"
133,5,posted 3 weeks ago,3990,Chevrolet Aveo,2011,manual A/C,Euro 5,5,116 HP (85 kW),black,150000,1598,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
56,1,yesterday,2800,Chevrolet Aveo,2010,manual A/C,Euro 4,5,84 HP (62 kW),teget,149377,1206,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
39,0,posted 3 days ago,2750,Chevrolet Aveo,2010,manual A/C,Euro 4,5,84 HP (62 kW),red,1200,1200,front,4/5 doors,petrol + gas,limousine,"manual, 5 speeds"
40,3,posted 4 days ago,2450,Chevrolet Aveo,2010,manual A/C,,5,75 HP (55 kW),gray,236000,1200,front,4/5 doors,petrol + gas,limousine,"manual, 5 speeds"
686,11,updated 2 weeks ago,2750,Chevrolet Aveo,2010,manual A/C,,5,84 HP (62 kW),white,110000,1200,front,4/5 doors,petrol + gas,limousine,"manual, 5 speeds"
431,16,updated yesterday,1450,Chevrolet Aveo,2009,manual A/C,Euro 3,5,44 HP (32 kW),red,148000,1200,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
56,0,posted 2 weeks ago,3500,Chevrolet Aveo,2009,manual A/C,Euro 4,5,84 HP (62 kW),red,58000,1206,front,4/5 doors,petrol,limousine,"manual, 5 speeds"
13,0,yesterday,3290,Chevrolet Aveo,2008,manual A/C,Euro 4,5,75 HP (55 kW),red,174000,1150,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
62,0,posted a week ago,3600,Chevrolet Aveo,2007,manual A/C,Euro 3,5,72 HP (53 kW),black,83000,1189,front,4/5 doors,petrol,limousine,"manual, 5 speeds"
292,2,updated a week ago,2200,Chevrolet Aveo,2007,manual A/C,Euro 4,5,72 HP (53 kW),red,210000,1150,front,4/5 doors,petrol,limousine,"manual, 5 speeds"
162,7,posted 3 weeks ago,2100,Chevrolet Aveo,2007,manual A/C,Euro 3,5,73 HP (54 kW),gray,230000,1200,front,4/5 doors,petrol,limousine,"manual, 5 speeds"
80,0,updated today,8500,Chevrolet Captiva,2013,automatic A/C,Euro 5,7,163 HP (120 kW),gray,239000,2231,front,4/5 doors,diesel,suv,"manual, 6 speeds"
184,1,updated 2 weeks ago,8700,Chevrolet Captiva,2011,automatic A/C,Euro 6,7,150 HP (110 kW),gray,174000,2000,4x4,4/5 doors,diesel,suv,automatic
56,3,yesterday,3600,Chevrolet Captiva,2008,automatic A/C,Euro 4,5,150 HP (110 kW),black,272000,1998,4x4,4/5 doors,diesel,suv,automatic
156,2,updated 4 days ago,4399,Chevrolet Captiva,2008,manual A/C,Euro 4,7,204 HP (150 kW),gray,260000,1998,4x4,4/5 doors,diesel,suv,"manual, 5 speeds"
118,1,posted a week ago,4700,Chevrolet Captiva,2008,automatic A/C,Euro 4,5,150 HP (110 kW),blue,193850,1991,4x4,4/5 doors,diesel,suv,"manual, 5 speeds"
298,2,posted 4 weeks ago,3200,Chevrolet Captiva,2007,automatic A/C,Euro 3,7,150 HP (110 kW),gray,330000,2000,4x4,4/5 doors,diesel,suv,automatic
58,0,posted 2 weeks ago,5000,Chevrolet Captiva,2007,automatic A/C,Euro 5,7,150 HP (110 kW),gray,263000,2000,4x4,4/5 doors,diesel,suv,"manual, 5 speeds"
25,0,posted 3 days ago,5500,Chevrolet Captiva,2007,manual A/C,Euro 4,7,126 HP (93 kW),gray,259741,1991,front,4/5 doors,diesel,suv,"manual, 5 speeds"
316,4,posted 2 weeks ago,2900,Chevrolet Captiva,2007,automatic A/C,Euro 4,7,150 HP (110 kW),black,299600,1989,4x4,4/5 doors,diesel,suv,automatic
621,2,updated 2 weeks ago,4550,Chevrolet Captiva,2006,manual A/C,Euro 4,7,136 HP (100 kW),black,198000,2405,front,4/5 doors,petrol + gas,suv,"manual, 5 speeds"
26,2,posted today,3500,Chevrolet Cruze,2011,manual A/C,Euro 5,5,125 HP (92 kW),gray,209000,1600,front,4/5 doors,petrol + gas,limousine,"manual, 5 speeds"
59,1,posted a week ago,4000,Chevrolet Cruze,2011,manual A/C,Euro 4,5,124 HP (91 kW),gray,165000,1600,front,4/5 doors,petrol,limousine,"manual, 5 speeds"
18,0,posted 3 days ago,4950,Chevrolet Cruze,2011,automatic A/C,Euro 5,5,141 HP (104 kW),gray,171255,1796,front,4/5 doors,petrol,limousine,"manual, 5 speeds"
773,0,posted 3 weeks ago,4599,Chevrolet Cruze,2010,automatic A/C,Euro 5,5,113 HP (83 kW),red,225000,1600,front,4/5 doors,petrol,limousine,"manual, 5 speeds"
69,0,posted a week ago,4500,Chevrolet Cruze,2010,automatic A/C,Euro 5,5,122 HP (90 kW),black,180000,2000,front,4/5 doors,diesel,limousine,"manual, 5 speeds"
99,1,posted 2 weeks ago,1400,Chevrolet Evanda,2005,manual A/C,Euro 4,5,129 HP (95 kW),blue,300000,2000,front,4/5 doors,petrol + gas,limousine,"manual, 5 speeds"
122,3,updated yesterday,1750,Chevrolet Kalos,2007,no A/C,Euro 4,5,60 HP (44 kW),red,118000,1200,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
171,0,posted a week ago,1500,Chevrolet Kalos,2005,manual A/C,Euro 3,5,83 HP (61 kW),blue,200000,1400,front,4/5 doors,petrol,limousine,"manual, 5 speeds"
1217,28,updated a week ago,500,Chevrolet Kalos,2005,no A/C,Euro 3,5,83 HP (61 kW),red,222222,1399,front,4/5 doors,petrol,limousine,"manual, 5 speeds"
165,1,updated 2 weeks ago,1750,Chevrolet Kalos,2005,no A/C,,5,94 HP (69 kW),black,203000,1400,front,2/3 doors,petrol,hatchback,"manual, 5 speeds"
80,1,posted 5 days ago,1500,Chevrolet Lacetti,2009,manual A/C,Euro 4,5,109 HP (80 kW),white,201000,1600,front,4/5 doors,petrol,caravan,"manual, 5 speeds"
137,4,posted 3 weeks ago,1700,Chevrolet Lacetti,2007,manual A/C,,5,95 HP (70 kW),gray,203000,1400,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
152,6,posted 6 days ago,999,Chevrolet Lacetti,2005,manual A/C,Euro 3,5,109 HP (80 kW),gray,177000,1598,front,4/5 doors,petrol,caravan,"manual, 5 speeds"
77,5,posted 6 days ago,1200,Chevrolet Lacetti,2004,manual A/C,Euro 3,5,109 HP (80 kW),red,238000,1598,front,4/5 doors,petrol,caravan,"manual, 5 speeds"
11,0,posted today,1100,Chevrolet Matiz,2005,manual A/C,,5,52 HP (38 kW),white,251800,800,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
43,0,posted 5 days ago,1150,Chevrolet Matiz,2005,no A/C,,5,41 HP (30 kW),blue,180000,800,front,4/5 doors,petrol + gas,limousine,"manual, 5 speeds"
100,0,posted 2 weeks ago,1150,Chevrolet Matiz,2005,no A/C,,5,54 HP (40 kW),blue,180000,800,front,4/5 doors,petrol + gas,limousine,"manual, 5 speeds"
124,2,posted 2 weeks ago,1450,Chevrolet Matiz,2005,manual A/C,Euro 4,5,52 HP (38 kW),silver,178000,790,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
164,3,posted 3 weeks ago,1100,Chevrolet Matiz,2004,no A/C,Euro 3,5,50 HP (37 kW),gray,134235,796,front,4/5 doors,petrol,limousine,"manual, 5 speeds"
90,3,posted 3 weeks ago,1600,Chevrolet Nubira,2006,manual A/C,Euro 4,5,109 HP (80 kW),black,267000,1598,front,4/5 doors,petrol + gas,caravan,"manual, 5 speeds"
176,8,posted 2 weeks ago,3000,Chevrolet Spark,2014,manual A/C,Euro 5,5,68 HP (50 kW),black,221536,995,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
135,3,updated 4 days ago,3300,Chevrolet Spark,2013,manual A/C,Euro 5,5,82 HP (60 kW),white,215000,1207,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
42,1,posted 2 weeks ago,3800,Chevrolet Spark,2011,manual A/C,Euro 4,5,68 HP (50 kW),brown,218000,1000,front,4/5 doors,petrol,limousine,"manual, 5 speeds"
31,0,posted 3 weeks ago,3200,Chevrolet Spark,2010,manual A/C,Euro 5,4,68 HP (50 kW),blue,150200,1000,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
690,7,updated 2 days ago,1400,Chevrolet Spark,2007,no A/C,Euro 4,5,52 HP (38 kW),yellow,115000,796,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
55,0,posted a week ago,2000,Chevrolet Spark,2007,manual A/C,Euro 4,5,52 HP (38 kW),white,85000,800,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
1748,10,updated 5 days ago,1600,Chevrolet Spark,2006,no A/C,Euro 4,5,52 HP (38 kW),white,92500,796,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
93,1,posted 2 weeks ago,12900,Chevrolet Suburban,2005,automatic A/C,Euro 3,9,351 HP (258 kW),teget,217000,8100,4x4,4/5 doors,petrol,suv,automatic
152,2,posted 2 weeks ago,400,Chevrolet Tacuma,2006,,,,,,,,,,,,
159,0,posted 3 weeks ago,7500,Chrysler 300C,2006,automatic A/C,Euro 5,5,218 HP (160 kW),black,301000,2999,back,4/5 doors,diesel,caravan,automatic
33,0,yesterday,4500,Chrysler 300C,2005,manual A/C,Euro 4,5,218 HP (160 kW),silver,270000,3000,back,4/5 doors,diesel,limousine,automatic
69,0,posted 5 days ago,5500,Chrysler 300C,2004,automatic A/C,Euro 4,5,250 HP (184 kW),red,338000,3500,back,4/5 doors,petrol + gas,limousine,automatic
3305,4,updated 4 days ago,1500,Chrysler 300M,2003,automatic A/C,Euro 3,5,254 HP (187 kW),gray,200000,3458,front,4/5 doors,petrol,limousine,automatic
92,0,posted 3 weeks ago,850,Chrysler 300M,1999,automatic A/C,Euro 3,5,203 HP (149 kW),blue,190000,2700,front,4/5 doors,petrol,limousine,automatic
29,0,posted today,1100,Chrysler Grand Voyager,2002,manual A/C,Euro 3,5,140 HP (103 kW),blue,240000,2500,front,4/5 doors,diesel,caravan,"manual, 5 speeds"
95,2,posted 2 days ago,330,Chrysler Neon,2000,manual A/C,,5,90 HP (66 kW),gray,1111,1600,front,4/5 doors,petrol,limousine,"manual, 5 speeds"
713,3,updated 6 days ago,2550,Chrysler PT Cruiser,2004,manual A/C,Euro 3,5,136 HP (100 kW),black,158000,2148,front,4/5 doors,diesel,minivan (MPV),"manual, 5 speeds"
124,2,posted a week ago,1550,Chrysler PT Cruiser,2004,manual A/C,Euro 3,5,122 HP (90 kW),gray,225000,2199,front,4/5 doors,diesel,hatchback,"manual, 5 speeds"
59,0,posted 6 days ago,950,Chrysler PT Cruiser,2001,manual A/C,,5,192 HP (141 kW),teget,197000,1996,front,4/5 doors,petrol + gas,limousine,"manual, 5 speeds"
79,0,posted 4 weeks ago,2300,Chrysler PT Cruiser,2001,manual A/C,Euro 3,5,141 HP (104 kW),blue,246000,1996,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
260,2,updated 2 weeks ago,2800,Chrysler Sebring,2008,automatic A/C,Euro 4,5,140 HP (103 kW),blue,275963,1996,front,4/5 doors,diesel,limousine,"manual, 6 speeds"
470,3,updated a week ago,2000,Chrysler Sebring,2005,automatic A/C,Euro 3,5,200 HP (147 kW),gray,170000,2700,front,4/5 doors,petrol + gas,limousine,automatic
886,12,updated a week ago,750,Chrysler Voyager,2003,manual A/C,Euro 3,7,143 HP (105 kW),gray,280000,2500,front,4/5 doors,diesel,limousine,"manual, 5 speeds"
56,2,posted 6 days ago,1950,Chrysler Voyager,2001,manual A/C,Euro 3,7,147 HP (108 kW),teget,350000,2499,front,4/5 doors,diesel,minivan (MPV),"manual, 5 speeds"
99,3,posted 3 weeks ago,2150,Chrysler Voyager,2001,manual A/C,Euro 3,7,147 HP (108 kW),teget,350000,2499,front,4/5 doors,diesel,minivan (MPV),"manual, 5 speeds"
354,7,updated 3 weeks ago,430,Citroen AX,1993,no A/C,Euro 2,5,54 HP (40 kW),green,145900,1124,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
31,0,posted today,600,Citroen AX,1991,no A/C,Euro 3,5,1 HP (1 kW),white,1,1100,front,2/3 doors,petrol,limousine,"manual, 4 speeds"
42,0,updated 6 days ago,10990,Citroen Berlingo,2017,manual A/C,Euro 6,5,99 HP (73 kW),white,140200,1560,front,4/5 doors,diesel,pickup,"manual, 5 speeds"
240,1,updated 6 days ago,10500,Citroen Berlingo,2015,manual A/C,Euro 6,5,90 HP (66 kW),white,164400,1560,front,4/5 doors,diesel,pickup,"manual, 5 speeds"
68,1,updated 5 days ago,4100,Citroen Berlingo,2010,automatic A/C,Euro 5,3,75 HP (55 kW),yellow,256000,1600,front,4/5 doors,diesel,pickup,"manual, 5 speeds"
77,0,posted 2 weeks ago,4300,Citroen Berlingo,2010,no A/C,Euro 5,2,102 HP (75 kW),white,193000,1599,front,2/3 doors,petrol + gas,pickup,"manual, 5 speeds"
71,2,posted a week ago,3700,Citroen Berlingo,2009,no A/C,Euro 3,3,90 HP (66 kW),white,177500,1590,front,2/3 doors,diesel,pickup,"manual, 5 speeds"
87,2,posted a week ago,4400,Citroen Berlingo,2009,manual A/C,Euro 4,5,109 HP (80 kW),white,240000,1560,front,4/5 doors,diesel,minivan (MPV),"manual, 5 speeds"
37,3,posted a week ago,3300,Citroen Berlingo,2009,manual A/C,Euro 3,5,109 HP (80 kW),white,240600,1593,front,4/5 doors,diesel,minivan (MPV),"manual, 5 speeds"
240,2,updated 2 days ago,2800,Citroen Berlingo,2009,manual A/C,Euro 4,5,75 HP (55 kW),gray,267133,1560,front,4/5 doors,diesel,minivan (MPV),"manual, 5 speeds"
27,0,posted today,2600,Citroen Berlingo,2008,manual A/C,,5,90 HP (66 kW),golden,323182,1600,front,4/5 doors,diesel,minivan (MPV),"manual, 5 speeds"
101,3,posted 6 days ago,3600,Citroen Berlingo,2008,manual A/C,Euro 3,5,90 HP (66 kW),bordeaux,20000,1598,front,4/5 doors,diesel,minivan (MPV),"manual, 5 speeds"
390,12,posted 2 weeks ago,1700,Citroen Berlingo,2008,no A/C,Euro 4,5,75 HP (55 kW),red,351000,1560,front,2/3 doors,diesel,limousine,"manual, 5 speeds"
178,4,posted 3 weeks ago,1850,Citroen Berlingo,2006,manual A/C,Euro 4,2,75 HP (55 kW),white,260000,1587,front,2/3 doors,diesel,pickup,"manual, 5 speeds"
142,5,posted a week ago,1500,Citroen Berlingo,2005,no A/C,Euro 3,2,69 HP (51 kW),white,269884,1910,front,2/3 doors,diesel,pickup,"manual, 5 speeds"
116,0,posted a week ago,1750,Citroen Berlingo,2004,manual A/C,Euro 3,7,69 HP (51 kW),blue,282000,1868,front,4/5 doors,diesel,pickup,"manual, 5 speeds"
193,1,posted 2 weeks ago,1750,Citroen Berlingo,2004,manual A/C,Euro 3,7,69 HP (51 kW),blue,285000,1868,front,4/5 doors,diesel,pickup,"manual, 5 speeds"
186,6,posted 3 weeks ago,1500,Citroen Berlingo,2003,manual A/C,Euro 3,5,90 HP (66 kW),gray,345029,2000,front,4/5 doors,diesel,pickup,"manual, 5 speeds"
212,6,posted 2 weeks ago,1500,Citroen Berlingo,2003,manual A/C,Euro 3,5,90 HP (66 kW),gray,345029,2000,front,4/5 doors,diesel,pickup,"manual, 5 speeds"
103,0,posted 3 days ago,1650,Citroen Berlingo,2002,no A/C,Euro 3,2,75 HP (55 kW),white,238100,1575,front,2/3 doors,diesel,pickup,"manual, 5 speeds"
80,1,posted 3 days ago,1399,Citroen Berlingo,2001,manual A/C,,5,109 HP (80 kW),red,505000,1600,front,4/5 doors,petrol,minivan (MPV),"manual, 5 speeds"
93,2,posted 5 days ago,1600,Citroen Berlingo,1999,no A/C,Euro 2,2,69 HP (51 kW),white,300000,1900,front,2/3 doors,diesel,pickup,"manual, 5 speeds"
166,3,posted 3 weeks ago,1300,Citroen BX,1988,no A/C,,5,75 HP (55 kW),silver,140000,1370,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
373,2,updated a week ago,1000,Citroen BX,1984,no A/C,Euro 2,5,91 HP (67 kW),blue,290000,1600,front,4/5 doors,petrol + gas,limousine,"manual, 5 speeds"
1037,11,updated a week ago,4300,Citroen C-Crosser,2008,automatic A/C,Euro 4,7,156 HP (115 kW),blue,295000,2179,4x4,4/5 doors,diesel,suv,"manual, 6 speeds"
111,1,posted 4 weeks ago,6300,Citroen C-Crosser,2007,automatic A/C,,5,156 HP (115 kW),gray,226900,2000,4x4,4/5 doors,diesel,suv,"manual, 6 speeds"
112,0,posted 3 weeks ago,7699,Citroen C-Elysee,2018,automatic A/C,Euro 6,5,99 HP (73 kW),white,197723,1560,front,4/5 doors,diesel,limousine,"manual, 5 speeds"
256,3,updated 3 weeks ago,5300,Citroen C1,2015,manual A/C,Euro 5,5,68 HP (50 kW),white,150000,998,front,2/3 doors,petrol,hatchback,"manual, 5 speeds"
43,1,posted a week ago,5500,Citroen C1,2015,automatic A/C,Euro 6,4,68 HP (50 kW),white,150000,999,front,2/3 doors,petrol,hatchback,"manual, 5 speeds"
942,1,updated 2 weeks ago,2300,Citroen C1,2010,no A/C,Euro 4,5,68 HP (50 kW),black,190000,989,front,2/3 doors,petrol,hatchback,"manual, 5 speeds"
80,2,posted 2 weeks ago,2550,Citroen C1,2010,no A/C,Euro 4,4,68 HP (50 kW),red,221000,998,front,2/3 doors,petrol,limousine,"manual, 5 speeds"
79,0,posted 2 weeks ago,3100,Citroen C1,2009,manual A/C,Euro 5,5,68 HP (50 kW),teget,170065,1000,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
1023,12,posted 3 weeks ago,900,Citroen C1,2009,no A/C,Euro 4,4,68 HP (50 kW),white,150000,998,front,2/3 doors,petrol,hatchback,"manual, 5 speeds"
261,1,posted 6 days ago,1200,Citroen C1,2008,no A/C,Euro 4,4,68 HP (50 kW),gray,236627,900,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
274,7,posted 3 weeks ago,2190,Citroen C1,2008,no A/C,Euro 4,5,68 HP (50 kW),red,181450,998,front,4/5 doors,petrol,limousine,"manual, 5 speeds"
66,2,posted 5 days ago,2499,Citroen C1,2008,no A/C,Euro 4,5,72 HP (53 kW),red,84000,980,front,2/3 doors,petrol,hatchback,"manual, 5 speeds"
877,12,updated 2 weeks ago,2400,Citroen C1,2008,no A/C,,4,68 HP (50 kW),blue,216000,998,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
105,5,posted 2 weeks ago,2300,Citroen C1,2007,manual A/C,,4,68 HP (50 kW),white,201000,998,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
36,0,posted 2 weeks ago,2350,Citroen C1,2007,no A/C,Euro 4,5,109 HP (80 kW),red,180000,1000,front,4/5 doors,petrol,limousine,"manual, 5 speeds"
154,2,yesterday,980,Citroen C1,2006,no A/C,Euro 4,5,68 HP (50 kW),blue,160000,1000,front,2/3 doors,petrol,hatchback,"manual, 5 speeds"
41,1,yesterday,2250,Citroen C1,2005,manual A/C,Euro 5,4,68 HP (50 kW),gray,195800,998,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
55,1,posted a week ago,2599,Citroen C2,2008,manual A/C,Euro 4,4,68 HP (50 kW),gray,217000,1400,front,2/3 doors,diesel,hatchback,"manual, 5 speeds"
42,0,posted a week ago,2400,Citroen C2,2007,automatic A/C,Euro 4,4,73 HP (54 kW),blue,220000,1360,front,2/3 doors,petrol,hatchback,"manual, 5 speeds"
161,6,posted a week ago,1399,Citroen C2,2006,manual A/C,Euro 4,5,75 HP (55 kW),black,200000,1386,front,2/3 doors,petrol,hatchback,"manual, 5 speeds"
97,3,posted 2 weeks ago,1850,Citroen C2,2006,automatic A/C,Euro 4,4,68 HP (50 kW),black,215000,1389,front,2/3 doors,diesel,hatchback,"manual, 5 speeds"
410,12,posted 4 weeks ago,1300,Citroen C2,2005,manual A/C,Euro 3,4,68 HP (50 kW),white,216791,1400,front,2/3 doors,diesel,hatchback,"manual, 5 speeds"
64,1,posted today,630,Citroen C2,2004,automatic A/C,Euro 4,4,73 HP (54 kW),blue,133000,1400,front,2/3 doors,petrol,hatchback,"manual, 5 speeds"
78,0,posted 2 weeks ago,1900,Citroen C2,2004,manual A/C,Euro 4,4,68 HP (50 kW),black,325000,1400,front,2/3 doors,diesel,hatchback,"manual, 5 speeds"
35,0,posted 5 days ago,2300,Citroen C2,2004,manual A/C,Euro 3,4,75 HP (55 kW),red,125000,1400,front,2/3 doors,diesel,hatchback,"manual, 5 speeds"
502,4,updated 3 days ago,1500,Citroen C2,2004,manual A/C,Euro 3,2,68 HP (50 kW),bordeaux,175000,1400,front,2/3 doors,diesel,pickup,"manual, 5 speeds"
215,0,updated 3 weeks ago,2250,Citroen C2,2004,manual A/C,Euro 3,4,60 HP (44 kW),black,235000,1100,front,2/3 doors,petrol,hatchback,"manual, 5 speeds"
13712,23,updated yesterday,650,Citroen C2,2003,no A/C,Euro 3,5,68 HP (50 kW),white,250000,1389,front,2/3 doors,diesel,hatchback,"manual, 5 speeds"
84,2,posted 2 weeks ago,2000,Citroen C2,2003,manual A/C,,4,60 HP (44 kW),black,203000,1146,front,2/3 doors,petrol,hatchback,"manual, 5 speeds"
120,2,posted 4 weeks ago,15499,Citroen C3,2024,automatic A/C,Euro 6,4,83 HP (61 kW),white,23,1200,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
287,2,updated yesterday,12950,Citroen C3,2020,automatic A/C,Euro 6,5,102 HP (75 kW),gray,142000,1500,front,4/5 doors,diesel,hatchback,"manual, 6 speeds"
437,7,updated 3 days ago,8550,Citroen C3,2019,automatic A/C,Euro 6,5,102 HP (75 kW),white,170089,1499,front,4/5 doors,diesel,hatchback,"manual, 5 speeds"
168,4,updated 6 days ago,10500,Citroen C3,2019,manual A/C,Euro 6,4,102 HP (75 kW),white,122200,1499,front,4/5 doors,diesel,hatchback,"manual, 5 speeds"
199,2,updated 6 days ago,10500,Citroen C3,2019,manual A/C,Euro 6,4,102 HP (75 kW),white,128700,1560,front,4/5 doors,diesel,hatchback,"manual, 5 speeds"
137,1,updated a week ago,8350,Citroen C3,2019,automatic A/C,Euro 6,5,102 HP (75 kW),white,174000,1499,front,4/5 doors,diesel,hatchback,"manual, 5 speeds"
45,2,posted 2 days ago,9999,Citroen C3,2019,automatic A/C,Euro 6,5,82 HP (60 kW),blue,55000,1200,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
133,0,updated 5 days ago,7800,Citroen C3,2018,automatic A/C,Euro 6,5,82 HP (60 kW),white,103000,1190,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
91,0,posted 2 weeks ago,7550,Citroen C3,2018,manual A/C,Euro 5,5,110 HP (81 kW),white,120000,1200,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
98,1,posted 2 weeks ago,7650,Citroen C3,2018,manual A/C,Euro 5,5,82 HP (60 kW),gray,130000,1199,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
51,1,posted 5 days ago,8590,Citroen C3,2017,automatic A/C,Euro 6,5,82 HP (60 kW),gray,144000,1199,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
57,0,posted a week ago,8950,Citroen C3,2017,manual A/C,Euro 6,5,82 HP (60 kW),white,181159,1199,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
74,1,posted a week ago,5150,Citroen C3,2016,manual A/C,Euro 6,5,75 HP (55 kW),white,184000,1600,front,4/5 doors,diesel,hatchback,"manual, 5 speeds"
184,0,posted a week ago,5599,Citroen C3,2015,manual A/C,Euro 5,5,82 HP (60 kW),purple,77331,1199,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
70,0,posted a week ago,5400,Citroen C3,2014,manual A/C,Euro 5,5,82 HP (60 kW),gray,126000,1200,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
37,1,yesterday,4400,Citroen C3,2014,manual A/C,Euro 5,5,75 HP (55 kW),gray,132000,999,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
69,1,posted a week ago,5400,Citroen C3,2014,automatic A/C,Euro 4,5,82 HP (60 kW),gray,126000,1200,front,4/5 doors,petrol,hatchback,"manual, 5 speeds"
6,0,posted today,5550,Citroen C3,2014,automatic A/C,Euro 5,5,69 HP (51 kW),white,203000,1389,front,4/5 doors,diesel,hatchback,"manual, 5 speeds"
70,0,posted 2 weeks ago,5400,Citroen C3,2014,automatic A/C,Euro 5,5,75 HP (55 kW),gray,174000,1400,front,4/5 doors,diesel,limousine,"manual, 5 speeds"
